video_id,video_url,title,description,published_at,duration_seconds,is_short,recording_lat,recording_lng,recording_location_description,view_count,like_count,comment_count,thumbnail_url
0bjlXd-zwd4,https://www.youtube.com/watch?v=0bjlXd-zwd4,FROM BROKE TO IMPACTING MILLIONS (Lewis Howes),"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

Ever since I met Lewis Howes a few years ago, I've been wanting to tell you his inspiring life story!  He went from being broke and sleeping on his sister's couch to growing one of the world's biggest podcasts which has over 250 million downloads. 

Lewis is a great friend and someone who I look up to -- he gives me so much insight and motivation, and I hope that you will find the same (seriously, tune into his podcast!)

Follow @DrewBinsky on Instagram for more stories about inspiring people: https://instagram.com/drewbinsky.

Lewis's YT channel: https://www.youtube.com/user/lewishowes

#DrewBinsky #LewisHowes #Inspire

TEXT ME! +1 310 349 3854, I will respond :)

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-09-09T19:33:51Z,320,False,,,,62473,2645,242,https://i.ytimg.com/vi/0bjlXd-zwd4/maxresdefault.jpg
RmgfZx8ED2o,https://www.youtube.com/watch?v=RmgfZx8ED2o,Mexico Is Not What You Think (Common Misconceptions),"I've spent 3 out of the last 5 weeks in Mexico and it has been truly AMAZING!! Before this trip, I had only been to the touristy coastal cities but the people and culture in this country are what makes it so special.

Unfortunately, Mexico has received a bad reputation over the last decade after some tourists went missing on their vacations combined with the uprising of drug cartels. 

Listen, there's no denying that some parts of the country may be a bit sketchy, but there are 129 MILLION PEOPLE living inside this nation and it's a lot more spectacular than you think.

In today's video, I debunk 8 common misconceptions about Mexico and tell you why this country is now ranked in my top 10 favorites in the world 🇲🇽

Follow Drew Binsky for more travel stories from every country.  https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Travel

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2020-09-06T22:28:54Z,402,False,,,,499859,29337,3280,https://i.ytimg.com/vi/RmgfZx8ED2o/maxresdefault.jpg
OuF19EAP9E0,https://www.youtube.com/watch?v=OuF19EAP9E0,Coca-Cola is Killing Thousands in This Mexican Town,"In Chiapas, Mexico -- people drink on average 2.2 liters of Coca-Cola PER DAY.   That is more than any country in the WORLD per capita. 

In a state where there are massive shortages of both running/drinking water, Coca-Cola is found in abundance and it's THE beverage of choice.   I'm telling you that it's seen everywhere, from popular restaurants to rural villages and small shops.  It's unavoidable. 

But the most surprising thing to me was when I learned that Coca-Cola is viewed as spiritual to the Tzotzil indigenous people in Chiapas.  In a town called San Juan Chamula, Coca-Cola is deeply intertwined with its culture. It's used as an offering in their main place of worship.   They believe that Coke can heal the sick, proving to be one of the most interesting rituals I've ever seen. 

As a result of all of this binge coke drinking, it's no surprise that diabetes is becoming a huge problem and it's responsible for 3,000 deaths per year. 

I love Mexico so much, but this is an issue that I couldn't let slide.  Would love to get your thoughts on it.  Comment below, I'll be reading. 

More travel stories on: https://www.instagram.com/drewbinsky/

#DrewBinsky #CocaCola #Mexico

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/",2020-09-05T18:12:36Z,355,False,,,,8719612,148172,17133,https://i.ytimg.com/vi/OuF19EAP9E0/maxresdefault.jpg
govnJrNv9C0,https://www.youtube.com/watch?v=govnJrNv9C0,HOW I MAKE MONEY TO TRAVEL (tips & secrets),"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1

The most common question I get is ""How can you afford to travel to every country?""... So in this video, I tell you all the answers -- beginning with my story and then diving into the business of making videos.  

I hope that this video will inspire some of you guys that YOU CAN DO IT TOO if you are willing to have discipline and put in the time and effort.  And even if you don't want to be a content creator but still want to work remotely -- I give you plenty of ideas for online jobs that essentially get you paid to travel!  For me, it's been a looong road to get here since  I published my first travel blog back August 2013, but it's been such a fun ride and I wouldn't trade this journey for anything. 

Thank you to my friends at Epidemic Sound for powering this video - it's the best and only place where I find amazing soundtracks for my videos, and I recommend them for all of you aspiring content creators out there! 

Use this link to get your 30 day FREE trial to Epidemic Sound!  http://share.epidemicsound.com/Z398n

Follow @DrewBinsky on Instagram for travel stories from every country in the world! https://instagram.com/drewbinsky

#DrewBinsky #Money #Travel

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-09-04T13:00:11Z,494,False,,,,320511,14181,826,https://i.ytimg.com/vi/govnJrNv9C0/maxresdefault.jpg
ZcctJmQIrT8,https://www.youtube.com/watch?v=ZcctJmQIrT8,THE JUNGLE TRIBE (Mexico's Most Remote Culture),"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

I've spent the past 72 hours living with Mexico's most remote indigenous tribe called the Lacandones, and it has been absolutely breathtaking!!!  I've been on such a high over the last 24 hours as I've been editing this video nonstop, and I think you will really enjoy it. 

There are less than 1,000 Lacandones remaining in 4 separate villages, all of which are deep in the Lacandon jungle in the state of Chiapas - about 10 miles from the Guatemalan border.   

They dress themselves in white as a symbol of peace, grow their hair out as long as possible and speak one of the world's most unique languages called Hach tʼan.

The Lacandons aren't always open to visitors, by my friend Diego and I were able to get special permission to observe their fascinating culture. 

This is the 5th tribe I've spent quality time with around the world and it's something I really love doing.  It's like hitting the 'refresh' button on life.  It allows me to see a different perspective on our existence and have a new appreciation for our beautiful planet. 

Thanks as always for watching!  Follow me on Facebook Drew Binsky for more travel stories from every country, and join me on Instagram! https://instagram.com/drewbinsky

TEXT ME! +1 310 349 3854, I will respond :)

WANT EXCLUSIVE TRAVEL TIPS OR A PERSONALIZED SHOUTOUT? Send me a request on Cameo: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-09-01T14:49:30Z,1110,False,,,,384302,12809,1489,https://i.ytimg.com/vi/ZcctJmQIrT8/maxresdefault.jpg
kpRnTb17ayQ,https://www.youtube.com/watch?v=kpRnTb17ayQ,How He Became MEXICO'S BEST BARTENDER,"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

It's my pleasure to tell you the story of a young man named José Luis, who has won numerous competitions to be named Mexico's Best Bartender. 

But this story is less about bartending, and more about how José Luis overcame adversity to get here. 

He was born and raised in one of Mexico City's most dangerous neighborhoods called Nezahualcóyotl.  Against all odds, he got a degree from a top university and went on to teach himself how to bartend (which was not easy to do in Mexico).  

Now, he has been to 31 countries and over 50 cities to bartend for people around the world and he's only getting started!  What an incredible guy and he is proof that anything is possible if you put your mind to it.  If you ever make it to Mexico City, you have to find him at either Baltra or Limantour --he would be glad to make you a drink!

Thank you Corona for making this video possible. 

Follow @Drew Binsky on Instagram for more stories from every country: https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Travel #Sponsored

TEXT ME! +1 310 349 3854, I will respond :)

WANT EXCLUSIVE TRAVEL TIPS OR A PERSONALIZED SHOUTOUT? Send me a request on Cameo: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-08-28T16:00:32Z,376,False,,,,48951,2024,258,https://i.ytimg.com/vi/kpRnTb17ayQ/maxresdefault.jpg
5gyV-YXKrMY,https://www.youtube.com/watch?v=5gyV-YXKrMY,I'm Hiring a VIDEO EDITOR!!!,"Hi Friends!  The time has come to take my videos to the next level, and I need help.  I am looking to hire a full time video editor (paid by project).  All of the details and application are in the blog post below -- please send this to all of your editor friends.   THANK YOU and I can't wait to have one of you guys join the team!

https://drewbinsky.com/editor/",2020-08-25T16:00:01Z,134,False,,,,100120,4980,982,https://i.ytimg.com/vi/5gyV-YXKrMY/maxresdefault.jpg
Yvl_DzELjsI,https://www.youtube.com/watch?v=Yvl_DzELjsI,HE'S THE CHOCOLATE GUY 🍫,"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

ANY CHOCOLATE LOVERS OUT THERE?  You are in for a real treat when find out that Chocolate originates from the Mexican State of Oaxaca!  

Today, I was able to meet an awesome guy named Chris (AKA The Chocolate Guy) who told me more than I could ever imagine about chocolate and the cacao tree in which it is derived from.

Join us on an amazing chocolate tour around Oaxaca to try some of the best local delights!  Thank you Chris for a great day and experience.

Follow @DrewBinsky on Instagram for more stories from every country in the world! https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Chocolate

TEXT ME! +1 310 349 3854, I will respond :)

WANT EXCLUSIVE TRAVEL TIPS OR A PERSONALIZED SHOUTOUT? Send me a request on Cameo: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-08-23T22:35:55Z,477,False,,,,380705,10042,693,https://i.ytimg.com/vi/Yvl_DzELjsI/maxresdefault.jpg
QRBOpI4XZxA,https://www.youtube.com/watch?v=QRBOpI4XZxA,MEXICAN HOSPITALITY (Best in Latin America!),"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

Before I came to Mexico on this trip, the first things that came to mind when thinking about the country were beaches, tacos, tequila, pyramids, and (sadly), cartels.   Even from an international standpoint, these are the things that Mexico is best known for...

But I'm here to change that narrative and let you know that MEXICO HAS SOME OF THE WORLD'S BEST HOSPITALITY!!  Earlier today in Oaxaca, I was invited into a household for a delicious home-cooked meal and I am just blown away by the friendliness and warmheartedness of this family.  I've never felt more comfortable in a strangers house before in my life. 
 
This dinner is only one example of the many experiences I've had in Mexico where the people are as kind and genuine as can be.   But today was special -- I am falling deeper and deeper in love with this country!

Share this video if you agree that Mexico has world class hospitality!

Follow @DrewBinsky on Instagram for more stories from every country: https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Travel

TEXT ME! +1 310 349 3854, I will respond :)

WANT EXCLUSIVE TRAVEL TIPS OR A PERSONALIZED SHOUTOUT? Send me a request on Cameo: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-08-21T17:00:07Z,615,False,,,,102505,3345,321,https://i.ytimg.com/vi/QRBOpI4XZxA/maxresdefault.jpg
PMbF_Kfp1j4,https://www.youtube.com/watch?v=PMbF_Kfp1j4,What is Mezcal? (Better Than Tequila!),"Have you ever heard of MEZCAL?  It's a Mexican liquor that is dubbed as ""tequila's younger cousin,"" because it is also made from the same plant called agave.  

I came down to Oaxaca - the state where mezcal is produced -- and I am amazed by this production!  We met up with a mezcal farmer who gave us the whole experience...

I'm telling you right now that mezcal is about to take the world by storm (in the same way that tequila has) because it's so damn good!  

More stories to come soon from Oaxaca and Mexico!

Follow @DrewBinsky on Instagram for more stories from every country in the world: https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Travel

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2020-08-19T16:34:02Z,266,False,,,,81041,2881,335,https://i.ytimg.com/vi/PMbF_Kfp1j4/maxresdefault.jpg
fJ4BDXWqh5M,https://www.youtube.com/watch?v=fJ4BDXWqh5M,A Delicious Food Tour of Oaxaca (Mexico's Food Capital),"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

The cuisine of Mexico is A LOT more than just tacos, enchiladas and tamales...  In fact, as a whole, I'd argue that Mexico has one of the most diverse cuisines of any country in the world!

I have finally made it down South to the city (and state) called OAXACA -- the notorious food capital of Mexico -- and I am going nuts by all of these new flavors and smells. 

Join me as I take you on a gastronomy tour of Oaxaca, and add this place to your list!  It's my favorite place in all of Latin America. 

Follow @Drew Binsky on Instagram for more stories from every country.  https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Travel

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2020-08-17T16:00:31Z,624,False,,,,223925,9852,643,https://i.ytimg.com/vi/fJ4BDXWqh5M/maxresdefault.jpg
CR21lR8lovw,https://www.youtube.com/watch?v=CR21lR8lovw,"I Went to Tequila, Mexico (It's An Actual Town!)","Everyone has heard of the alcoholic beverage called TEQUILA, but did you know that it's actually the name of a lively town in MEXICO?!

...Either did I, until I came to the state of Jalisco and learned all about it!  The town of Tequila is everything you'd imagine it to be and more.  It's where the main production of tequila takes place in Mexico and the entire region is surrounded by blue agave plants - the main ingredient that the drink comes from. The landscape is so beautiful that it has been declared a UNESCO World Heritage Site.

Share this video if you also love TEQUILA!

Follow @DrewBinsky on Instagram for more stories from every country in the world! https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Tequila

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2020-08-14T17:00:04Z,512,False,,,,176307,5707,657,https://i.ytimg.com/vi/CR21lR8lovw/maxresdefault.jpg
q3T1CIjmOX4,https://www.youtube.com/watch?v=q3T1CIjmOX4,Eating At The World's Fastest Restaurant (10 Seconds),"✅ SUBSCRIBE for More Travel Videos: http://bit.ly/2hyQnZ1
📝 Get My Top 100 Travel Pics FREE! https://bit.ly/3Fsk0qo

This morning I woke up in Guadalajara, Mexico, thinking I'd have a nice sit-down meal for lunch... 

But when my local friend Carlos spontaneously told me about a restaurant in town that has a Guinness World Record for the 'World's Fastest Service' and I immediately took my camera out of my backpack and we were on our way there. 

LITERALLY, we got our food in less than 10 seconds from the moment we ordered it. 10 SECONDS!! And believe it or not, the food is delicious and I'd go back here in a heartbeat!  

If you ever find yourself in Mexico's second-biggest city called Guadalajara, don't miss out on Karne Garibaldi! 

Follow @DrewBinsky on Instagram for more stories from every country!  https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Travel

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
business (at) drewbinsky (dot) com",2020-08-12T17:00:11Z,275,False,,,,3444606,71108,3517,https://i.ytimg.com/vi/q3T1CIjmOX4/maxresdefault.jpg
SN8bM03m9WM,https://www.youtube.com/watch?v=SN8bM03m9WM,I Found Mexico's Most Underrated City (Guadalajara),"When thinking of Mexico, most people tend to think about Cancun or Cabo or Mexico City... but what about the second-most populated city called Guadalajara?  I decided to come here to see what it's all about, and I'm truly blown away by how awesome it is!

Guadalajara is the capital of the state of Jalisco, which is the origin of Mexico’s greatest traditions and products such as tequila, cowboys, cholula sauce, Santana and of course, mariachis.   In my opinion, this could be the best place to visit in the entire country. 

Join me in today's adventure around Guadalajara which was shot entirely on my Panasonic LUMIX G100!  They contacted me and wanted me to test out this brand new vlogging camera, which is the best of its kind on the market. More info on this link: https://bit.ly/lumix_g100 

Follow @DrewBinsky on Instagram for more stories from every country in the world:  https://instagram.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2020-08-10T18:17:44Z,302,False,,,,204241,6438,811,https://i.ytimg.com/vi/SN8bM03m9WM/maxresdefault.jpg
a8K_Lsq4c3c,https://www.youtube.com/watch?v=a8K_Lsq4c3c,"THE SILVER CITY (Taxco, Mexico)","► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

What a pleasant surprise!!!  I took a 3 hour road trip from Mexico City a lovely small town called Taxco, which looks like a fairy tale! 

There are so many things to enjoy about Taxco, but it's most famous for having the purest silver in all of Mexico.  

Mining here began in the pre-Hispanic period with natives extracting a stones for ritual purposes. Then the Spanish came along and discovered silver in the early 16th Century, and they started commercial mining in the area and built an amazing church in 1758 which still stands today.  Even though mining has stopped in the region, the town of Taxco has remarkably carried on its silver tradition.  The streets are filled with hundreds of shops, markets and open air venues selling all kinds of fine silver jewelry and they still make every piece by hand.

If you come to Mexico, don't miss out on Taxco!

Follow @DrewBinsky on Instagram for more content from every country in the world: https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Travel

TEXT ME! +1 310 349 3854, I will respond :)

WANT EXCLUSIVE TRAVEL TIPS OR A PERSONALIZED SHOUTOUT? Send me a request on Cameo: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-08-08T16:00:01Z,290,False,,,,154191,5996,668,https://i.ytimg.com/vi/a8K_Lsq4c3c/maxresdefault.jpg
edQnV0Vxtic,https://www.youtube.com/watch?v=edQnV0Vxtic,THE CRAZIEST TACO JOINT in MEXICO 🇲🇽,"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

The country of MEXICO seemingly has a taquería (taco restaurant) on every corner and it can get overwhelming... but this one called El Borrego Vuido might just be the craziest one of them all. 

My local Mexican friends took me here after a night of drinking, and you won't believe the scene that was unfolding at midnight.  Lines and lines of cars in the parking lot full of hungry people, and the waiters run full speed with tacos in their hands.  The most popular tacos here are made from cow head, tongue and armpit and it's about $0.50 per taco. 

This restaurant was quite the local experience and the service is efficient as it gets.  I give this place a 5 star review and I will be back on my next trip to Mexico City!  

Follow @DrewBinsky on Instagram for more stories from every country! https://instagram.com/drewbinsky

#Mexico #DrewBinsky #Tacos

TEXT ME! +1 310 349 3854, I will respond :)

WANT EXCLUSIVE TRAVEL TIPS OR A PERSONALIZED SHOUTOUT? Send me a request on Cameo: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-08-06T15:00:12Z,387,False,,,,266407,7896,757,https://i.ytimg.com/vi/edQnV0Vxtic/maxresdefault.jpg
y3vtswgbCF0,https://www.youtube.com/watch?v=y3vtswgbCF0,What is a Mariachi? 🇲🇽,"There are a lot of things that I love about Mexico, and the MARIACHI culture is certainly one of them!

In short, mariachi is a genre of Mexican music that involves a group of men playing violin, trumpet, guitar, harp and taking turns on the vocals.  They are available for hire to serenade you in plazas, restaurants and street corners around Mexico. 

Today, I went to the famous Plaza Garibaldi (Mariachi Square) and my mind was completely blown!!!  If you come to Mexico, don't miss out on this!

Follow @Drew Binsky for more stories from every country in the world, and join me on: https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Mariachi

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2020-08-04T16:00:31Z,237,False,,,,84715,3723,651,https://i.ytimg.com/vi/y3vtswgbCF0/maxresdefault.jpg
WftzBvGbl2c,https://www.youtube.com/watch?v=WftzBvGbl2c,What's Behind HIS SIGN?,"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► Jonathan's Channel: https://bit.ly/2PiT0ys
► INSTAGRAM for more! https://www.instagram.com/drewbinsky/

This morning in Mexico City, I met up with Jonathan who is the creator of MOM, I'M FINE.   You probably have come across his viral posts on Instagram -- his concept is amazing and I really admire his work!

But I came to discover that Jonathan's mission goes much further than just holding up a sign...  He is the only person I have met who is using his social media followers to collectively build a school made out of recycled plastic.  They already have 200+ architects working on this project, along with countless engineers and creative minds.  And this is only one of his many projects in which he is using his online community in all the best ways!

It has been an absolute pleasure meeting Jonathan today, and there were some amazing synergies between us.  You will definitely see us traveling together and working on some exciting projects in the near future. 

Jonathan recently launched his YouTube account, so go subscribe and show him some love! https://bit.ly/2PiT0ys

Follow @DrewBinsky on Instagram for stories from every country in the world: https://instagram.com/drewbinsky

#DrewBinsky #Mexico #Travel

TEXT ME! +1 310 349 3854, I will respond :)

WANT EXCLUSIVE TRAVEL TIPS OR A PERSONALIZED SHOUTOUT? Send me a request on Cameo: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►INSTA: https://www.instagram.com/drewbinsky/
►FB: https://www.facebook.com/drewbinsky/ 
►Tik Tok: https://www.tiktok.com/@drewbinsky

WHO AM I? 
My name is Drew Binsky and I am going to all 197 countries in the world.  I make daily travel videos about people, culture and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide, because our planet is beautiful!

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com
+1 310 349 3854",2020-08-02T16:00:07Z,562,False,,,,211272,7917,596,https://i.ytimg.com/vi/WftzBvGbl2c/maxresdefault.jpg
